ATG,LPS,chitin,elf,flg,nlp,OGs,pep
AT3G14700,0,0,1,1,1,0,0
AT3G14710,0,0,0,1,1,0,1
AT3G14720,0,0,0,1,0,0,0
AT3G14735,0,0,0,1,0,0,0
AT3G14840,0,0,0,1,1,0,0
AT3G14870,1,1,1,1,1,1,1
AT3G14940,1,1,0,0,0,0,0
AT3G14960,0,0,0,1,0,0,0
AT3G14990,0,0,1,1,1,1,1
AT3G15060,0,0,1,1,0,1,1
AT3G15130,0,0,0,1,0,0,0
AT3G15200,0,0,1,1,1,1,1
AT3G15210,1,1,1,1,1,1,1
AT3G15300,0,0,0,1,0,0,0
AT3G15340,1,0,1,1,1,1,1
AT3G15351,0,0,0,1,0,0,0
AT3G15352,0,0,0,1,0,0,0
AT3G15355,0,0,1,1,0,0,0
AT3G15356,1,1,1,1,1,1,1
AT3G15358,0,0,1,1,0,1,1
AT3G15390,0,0,1,0,0,0,1
AT3G15500,0,0,0,1,1,1,1
AT3G15510,0,0,0,0,1,0,0
AT3G15518,1,1,1,1,1,1,1
AT3G15530,0,1,1,1,1,1,1
AT3G15534,0,0,1,1,0,0,0
AT3G15540,0,0,1,1,1,1,1
AT3G15580,0,0,0,1,0,0,0
AT3G15650,0,1,0,0,0,0,0
AT3G15740,0,0,0,1,0,0,0
AT3G15760,1,1,1,1,1,1,1
AT3G15980,0,0,0,1,1,0,0
AT3G15990,0,0,1,1,1,1,1
AT3G16030,1,1,1,1,1,1,1
AT3G16040,0,0,1,1,0,0,0
AT3G16050,0,0,1,0,1,0,0
AT3G16120,0,0,0,1,0,0,0
AT3G16150,0,0,1,1,1,0,0
AT3G16220,0,0,1,1,1,1,1
AT3G16270,0,0,0,1,1,0,0
AT3G16330,1,0,0,1,0,0,1
AT3G16510,1,1,1,1,1,1,1
AT3G16530,1,1,1,1,1,1,1
AT3G16565,0,0,1,1,1,1,1
AT3G16670,0,0,0,1,0,0,0
AT3G16700,0,0,1,0,0,0,1
AT3G16710,0,0,1,1,0,0,0
AT3G16712,0,0,0,0,0,1,0
AT3G16720,1,1,1,1,1,1,1
AT3G16785,0,0,1,1,1,0,1
AT3G16860,0,1,1,1,1,1,1
AT3G16870,0,0,0,1,0,0,0
AT3G16900,0,0,0,1,0,0,0
AT3G16940,0,0,1,1,1,1,1
AT3G16990,0,0,1,1,0,1,0
AT3G17000,0,0,1,1,0,0,0
AT3G17110,1,0,1,1,1,1,1
AT3G17240,0,0,0,0,1,0,0
AT3G17330,0,0,0,1,0,1,1
AT3G17390,0,0,0,1,0,0,0
AT3G17410,0,1,1,1,1,1,1
AT3G17420,0,0,0,0,1,0,0
AT3G17609,1,0,1,1,1,1,1
AT3G17611,0,0,0,1,0,0,0
AT3G17660,0,0,1,1,0,0,0
AT3G17690,1,1,1,1,1,1,1
AT3G17700,1,1,1,1,1,1,1
AT3G17710,0,0,0,1,0,0,0
AT3G17770,0,0,1,1,0,1,1
AT3G17780,0,0,0,1,0,0,0
AT3G17790,0,0,0,0,1,0,0
AT3G17980,0,0,1,1,0,1,0
AT3G18250,1,1,1,1,1,1,1
AT3G18260,0,0,0,1,0,0,0
AT3G18270,0,0,0,1,0,0,0
AT3G18280,0,0,1,1,0,0,0
AT3G18290,0,0,1,1,1,0,0
AT3G18370,0,0,1,1,1,1,1
AT3G18430,0,0,0,1,0,0,0
AT3G18440,0,0,1,1,0,0,0
AT3G18530,0,0,0,1,0,0,0
AT3G18550,0,0,0,1,0,0,0
AT3G18560,0,1,1,1,1,1,1
AT3G18620,0,0,1,1,0,0,0
AT3G18690,1,1,1,1,1,1,1
AT3G18710,1,1,1,1,1,1,1
AT3G18777,0,0,0,0,1,0,0
AT3G18830,1,1,1,1,1,1,1
AT3G18930,0,0,1,1,1,1,1
AT3G18950,0,0,1,1,1,1,1
AT3G18980,0,0,0,1,0,0,0
AT3G19002,1,1,1,1,1,1,1
AT3G19010,1,1,1,1,1,1,1
AT3G19020,0,0,1,1,1,1,1
AT3G19025,0,0,0,1,0,0,0
AT3G19030,1,1,1,1,1,1,1
AT3G19040,1,0,1,1,1,1,1
AT3G19130,0,0,1,1,0,0,0
AT3G19150,0,0,1,1,0,1,0
AT3G19190,0,0,0,1,0,0,0
AT3G19240,0,0,0,0,0,1,0
AT3G19250,0,0,1,1,1,0,1
AT3G19260,1,1,1,1,1,1,1
AT3G19290,0,0,1,0,0,0,0
AT3G19380,0,1,0,0,1,0,1
AT3G19390,0,0,0,0,0,1,1
AT3G19450,0,0,1,1,0,1,0
AT3G19553,0,0,1,1,0,0,1
AT3G19580,1,1,1,1,1,1,1
AT3G19615,0,0,1,1,1,1,1
AT3G19660,0,0,1,1,1,1,1
AT3G19770,0,0,0,1,0,0,0
AT3G19910,0,0,0,1,1,0,0
AT3G19920,0,0,1,1,1,0,0
AT3G19930,1,1,1,1,1,1,1
AT3G19950,0,0,0,1,0,0,0
AT3G19970,0,1,1,1,1,1,1
AT3G19980,0,0,0,1,0,0,0
AT3G20040,0,0,0,1,0,0,0
AT3G20180,0,0,0,0,1,0,0
AT3G20250,0,0,0,0,1,0,0
AT3G20310,0,0,1,1,0,1,0
AT3G20340,0,0,1,1,1,1,1
AT3G20360,0,0,0,0,0,0,1
AT3G20362,0,0,0,1,0,0,0
AT3G20390,0,0,0,1,0,0,0
AT3G20395,0,0,0,1,0,0,0
AT3G20410,0,1,1,1,1,1,1
AT3G20510,0,1,1,1,1,1,1
AT3G20520,0,0,0,1,0,0,0
AT3G20590,0,0,1,0,0,1,0
AT3G20600,1,1,1,1,1,1,1
AT3G20660,0,0,0,1,0,0,1
AT3G20830,0,0,1,0,0,0,0
AT3G20860,1,0,0,1,1,1,1
AT3G20865,0,0,1,1,0,0,0
AT3G20898,0,0,0,0,0,0,1
AT3G21070,1,1,1,1,1,1,1
AT3G21080,1,1,1,1,1,1,1
AT3G21140,0,0,0,0,1,0,0
AT3G21150,1,1,1,1,1,1,1
AT3G21220,0,1,1,1,0,0,0
AT3G21230,1,0,1,1,1,1,1
AT3G21240,0,0,1,1,1,1,1
AT3G21295,0,0,1,1,1,0,1
AT3G21320,0,0,0,1,0,1,0
AT3G21330,0,0,1,1,0,0,0
AT3G21351,1,0,1,1,0,1,0
AT3G21420,1,0,1,0,1,1,1
AT3G21500,0,0,0,0,0,1,1
AT3G21520,0,1,1,1,1,1,1
AT3G21560,0,0,0,0,1,0,0
AT3G21610,0,0,0,1,0,0,0
AT3G21630,1,1,1,1,1,1,1
AT3G21650,0,1,1,1,1,1,1
AT3G21660,0,0,1,1,1,1,1
AT3G21690,0,0,0,1,1,0,1
AT3G21700,0,1,1,1,1,1,1
AT3G21710,0,0,0,0,0,1,1
AT3G21760,0,0,0,0,0,1,0
AT3G21780,1,1,1,1,1,1,1
AT3G21810,0,0,1,1,0,0,0
AT3G21865,0,0,0,1,0,0,0
AT3G22060,1,1,1,1,1,1,1
AT3G22160,1,1,1,1,1,1,1
AT3G22231,0,0,0,0,1,0,0
AT3G22235,1,0,1,1,1,1,1
AT3G22240,0,0,1,1,1,1,1
AT3G22250,0,0,0,0,0,0,1
AT3G22260,0,1,1,1,1,1,1
AT3G22275,0,0,1,1,1,0,0
AT3G22370,1,1,1,1,1,1,1
AT3G22420,0,0,1,0,0,0,0
AT3G22430,0,0,0,0,1,0,0
AT3G22460,0,0,1,1,1,0,1
AT3G22555,0,0,1,1,1,0,1
AT3G22600,0,0,0,1,1,0,1
AT3G22620,0,0,0,1,1,0,1
AT3G22680,0,0,0,1,0,0,0
AT3G22750,0,0,1,1,0,0,0
AT3G22800,0,0,0,1,0,1,1
AT3G22830,0,0,0,0,0,1,1
AT3G22845,0,0,0,1,0,0,0
AT3G22890,0,0,1,1,1,1,1
AT3G22910,1,1,1,1,1,1,1
AT3G22930,0,1,1,1,1,1,1
AT3G22942,0,0,1,1,1,1,0
AT3G22950,0,0,0,1,1,0,0
AT3G23000,0,0,0,0,1,0,0
AT3G23010,1,1,1,1,1,1,1
AT3G23030,0,0,0,1,0,1,1
AT3G23110,0,1,1,0,0,1,0
AT3G23120,1,1,1,1,1,1,1
AT3G23170,1,1,1,1,1,1,1
AT3G23200,0,0,0,1,0,0,0
AT3G23230,1,1,1,1,1,1,1
AT3G23240,1,1,1,1,1,1,1
AT3G23250,1,1,1,1,1,1,1
AT3G23260,0,0,0,1,0,1,1
AT3G23510,0,0,1,1,0,0,1
AT3G23530,0,0,1,1,1,0,1
AT3G23540,0,0,0,1,0,0,1
AT3G23550,0,0,1,1,1,1,1
AT3G23560,0,0,1,1,1,0,1
AT3G23570,0,0,1,1,1,1,1
AT3G23630,0,0,1,1,1,1,0
AT3G23920,0,0,0,1,0,0,0
AT3G23930,1,0,0,0,0,1,0
AT3G23955,0,0,1,1,0,0,0
AT3G23980,0,0,0,1,0,0,0
AT3G24005,0,1,1,1,1,0,0
AT3G24090,1,1,1,1,1,1,1
AT3G24100,0,0,0,1,0,0,0
AT3G24170,0,0,0,1,1,0,1
AT3G24230,0,0,1,0,0,0,0
AT3G24350,0,0,0,1,0,0,0
AT3G24420,1,0,1,1,1,1,1
AT3G24500,0,0,0,1,0,0,0
AT3G24503,0,1,1,1,1,0,1
AT3G24530,0,1,1,1,1,1,0
AT3G24540,0,0,0,1,1,0,0
AT3G24550,0,0,1,1,0,1,1
AT3G24810,0,0,1,1,0,1,0
AT3G24840,0,0,1,1,0,1,0
AT3G24900,0,0,0,0,0,0,1
AT3G25010,0,0,0,0,0,0,1
AT3G25060,0,0,1,1,1,1,1
AT3G25070,0,0,1,1,1,1,1
AT3G25130,0,0,1,1,0,0,0
AT3G25180,0,0,1,1,0,0,1
AT3G25210,0,0,0,1,0,0,0
AT3G25225,0,0,0,0,0,0,1
AT3G25230,0,0,1,1,1,0,0
AT3G25240,1,1,1,1,1,1,1
AT3G25250,0,0,1,1,1,1,0
AT3G25400,0,1,1,0,1,1,0
AT3G25495,0,0,1,1,0,0,0
AT3G25510,1,1,1,1,1,1,1
AT3G25597,0,0,1,1,0,0,0
AT3G25600,1,1,1,1,1,1,1
AT3G25610,1,1,1,1,1,1,1
AT3G25655,0,0,0,0,0,1,0
AT3G25730,0,1,1,0,0,1,1
AT3G25760,0,0,1,1,1,1,1
AT3G25770,0,0,0,1,0,1,1
AT3G25780,0,1,1,1,1,1,1
AT3G25882,0,1,1,1,1,1,1
AT3G25900,0,0,1,1,1,1,1
AT3G25990,0,0,1,1,0,0,0
AT3G26000,0,0,0,1,0,0,0
AT3G26020,0,0,1,1,1,1,1
AT3G26080,0,0,1,1,1,1,0
AT3G26090,0,0,1,1,1,1,1
AT3G26200,0,0,0,1,1,0,0
AT3G26210,1,1,1,1,1,1,1
AT3G26220,0,0,1,1,1,1,1
AT3G26230,0,1,1,1,1,1,1
AT3G26350,0,1,0,0,0,0,1
AT3G26430,0,0,0,0,0,0,1
AT3G26440,0,0,1,0,1,0,0
AT3G26470,0,0,0,0,1,1,1
AT3G26500,1,1,1,1,1,1,1
AT3G26510,0,0,0,1,0,0,0
AT3G26590,0,0,0,0,0,0,1
AT3G26600,0,0,0,1,1,0,0
AT3G26670,0,0,1,1,1,0,1
AT3G26680,1,1,1,1,1,1,1
AT3G26690,0,0,1,1,0,1,1
AT3G26818,0,0,0,1,0,0,0
AT3G26820,1,0,0,1,1,1,1
AT3G26830,1,1,1,1,1,1,1
AT3G26840,1,0,0,0,1,1,1
AT3G26910,1,1,1,1,1,1,1
AT3G26980,1,1,1,1,1,1,1
AT3G27010,0,1,1,1,1,1,1
AT3G27210,0,0,0,0,0,1,0
AT3G27260,0,0,0,1,0,0,0
AT3G27290,0,0,0,1,0,0,0
AT3G27390,0,0,0,1,0,0,0
AT3G27410,0,0,1,0,0,0,0
AT3G27440,0,0,0,1,0,0,0
AT3G27460,0,0,0,1,0,0,0
AT3G27560,0,1,1,1,1,1,1
AT3G27610,0,0,1,1,0,0,0
AT3G27930,0,0,0,1,0,0,0
AT3G27940,0,0,0,0,0,1,0
AT3G27950,0,0,0,1,0,0,1
AT3G27970,0,0,1,1,1,0,1
AT3G27997,0,0,1,0,0,1,0
AT3G28007,0,0,0,1,0,0,0
AT3G28180,0,1,1,1,1,1,1
AT3G28210,1,1,1,1,1,1,1
AT3G28310,0,1,1,1,0,1,0
AT3G28340,1,1,1,1,1,1,1
AT3G28450,0,1,1,1,1,1,1
AT3G28480,0,0,0,1,0,0,0
AT3G28540,0,0,1,0,0,1,1
AT3G28580,1,1,1,1,1,1,1
AT3G28600,0,0,1,1,0,0,1
AT3G28650,0,0,0,0,0,0,1
AT3G28840,0,0,0,0,0,1,0
AT3G28850,1,1,1,1,1,1,1
AT3G28857,0,0,1,0,0,0,0
AT3G28890,1,1,1,1,1,1,1
AT3G28910,0,0,0,1,0,0,0
AT3G28930,1,1,1,1,1,1,1
AT3G28940,0,0,1,1,1,1,1
AT3G29000,1,1,1,1,1,1,1
AT3G29010,0,0,1,1,0,1,0
AT3G29020,0,0,1,1,0,0,0
AT3G29034,1,1,1,1,1,1,1
AT3G29035,0,0,1,1,1,1,0
AT3G29075,0,0,1,1,1,1,0
AT3G29170,0,0,1,1,0,1,0
AT3G29190,0,0,0,1,0,0,0
AT3G29240,0,0,0,0,1,0,0
AT3G29400,0,1,1,1,1,1,1
AT3G29575,0,0,0,1,0,0,1
AT3G29670,0,0,0,0,0,0,1
AT3G29970,0,0,0,1,0,0,1
AT3G30120,0,0,0,1,1,0,0
AT3G30180,0,0,1,0,0,1,1
AT3G32090,1,1,1,1,1,1,1
AT3G33103,0,0,0,1,0,0,0
AT3G42180,0,0,1,1,0,0,0
AT3G43210,0,0,1,1,1,0,0
AT3G43230,0,0,0,1,0,0,0
AT3G43240,0,0,1,1,1,0,1
AT3G43250,0,1,1,1,1,1,1
AT3G43430,0,0,0,1,0,1,1
AT3G43850,0,0,0,1,0,0,1
AT3G44110,0,0,0,1,1,0,0
AT3G44190,0,0,0,1,1,1,0
AT3G44260,1,1,1,1,1,1,1
AT3G44326,0,0,0,0,0,0,1
AT3G44340,0,0,1,0,0,0,0
AT3G44350,1,1,1,1,1,1,1
AT3G44400,1,1,1,1,1,1,1
AT3G44480,0,0,1,1,1,1,1
AT3G44540,0,0,0,0,0,0,1
AT3G44550,0,0,0,0,0,0,1
AT3G44610,0,0,1,0,0,0,0
AT3G44630,1,1,1,1,1,1,1
AT3G44700,0,0,0,1,0,0,0
AT3G44720,0,1,1,1,1,1,1
AT3G44735,0,1,1,1,0,1,1
AT3G44770,0,0,0,0,0,1,0
AT3G44830,0,0,1,1,1,0,1
AT3G44840,1,0,1,1,0,0,1
AT3G44860,0,0,1,1,1,1,1
AT3G44870,0,0,0,1,0,1,1
AT3G45040,0,0,1,1,1,1,1
AT3G45060,0,0,1,1,1,1,1
AT3G45260,0,1,1,1,0,1,0
AT3G45280,0,1,0,0,0,0,0
AT3G45290,1,1,1,1,1,1,1
AT3G45300,0,0,0,1,0,0,0
AT3G45330,0,0,1,1,1,1,0
AT3G45440,0,0,0,1,0,0,1
AT3G45530,0,0,1,0,0,0,0
AT3G45620,0,0,1,1,1,0,1
AT3G45638,0,0,1,1,1,0,1
AT3G45640,1,1,1,1,1,1,1
AT3G45650,0,1,1,1,1,1,1
AT3G45660,0,0,0,1,0,1,1
AT3G45730,1,1,1,1,1,1,1
AT3G45840,0,0,0,1,0,1,1
AT3G45920,0,1,1,1,0,0,1
AT3G45960,0,1,1,1,1,1,1
AT3G46080,1,1,1,1,1,1,1
AT3G46090,1,1,1,1,1,1,1
AT3G46110,1,1,1,1,1,1,1
AT3G46230,0,0,1,0,0,0,0
AT3G46250,0,0,0,0,0,0,1
AT3G46270,0,1,0,1,0,1,1
AT3G46280,1,1,1,1,1,1,1
AT3G46290,0,0,1,1,0,0,0
AT3G46330,0,0,0,1,0,1,1
AT3G46385,0,0,0,0,0,1,0
AT3G46600,1,1,1,1,1,1,1
AT3G46620,1,1,1,1,1,1,1
AT3G46640,0,0,0,1,0,0,0
AT3G46670,0,0,0,0,1,1,1
AT3G46680,0,0,1,1,1,1,1
AT3G46690,1,1,1,1,1,1,1
AT3G46730,0,0,0,1,0,0,0
AT3G46930,1,1,1,1,1,1,1
AT3G47090,1,1,1,1,1,1,1
AT3G47110,0,0,0,1,1,0,1
AT3G47210,0,0,0,0,0,0,1
AT3G47340,0,0,0,0,0,0,1
AT3G47380,0,0,1,1,0,0,0
AT3G47480,1,1,1,1,1,1,1
AT3G47540,0,1,1,1,1,1,1
AT3G47550,0,1,1,1,1,1,1
AT3G47570,1,1,1,1,1,1,1
AT3G47580,0,0,1,1,0,0,1
AT3G47640,0,0,1,1,1,1,1
AT3G47660,0,0,0,1,0,0,0
AT3G47670,0,0,0,1,0,0,0
AT3G47780,0,0,0,0,0,0,1
AT3G47800,0,0,0,1,1,0,0
AT3G47820,1,1,1,1,1,1,1
AT3G47830,0,0,0,1,0,0,0
AT3G47960,0,0,1,1,0,1,1
AT3G48000,0,0,0,1,0,0,0
AT3G48020,0,0,0,1,1,0,0
AT3G48050,0,0,0,1,0,0,0
AT3G48080,0,0,0,0,0,0,1
AT3G48090,1,1,1,1,1,1,1
AT3G48180,0,0,0,1,0,0,0
AT3G48195,0,0,0,1,0,0,0
AT3G48300,0,0,0,1,0,1,0
AT3G48310,0,0,1,1,1,1,1
AT3G48320,0,0,1,1,1,1,1
AT3G48440,0,0,0,1,0,0,0
AT3G48450,0,0,1,1,1,1,1
AT3G48520,0,0,0,1,0,0,1
AT3G48570,0,0,1,1,0,1,0
AT3G48630,1,1,1,1,1,1,1
AT3G48640,1,1,1,1,1,1,1
AT3G48650,1,1,1,1,1,1,1
AT3G48690,0,0,1,1,1,1,1
AT3G48700,0,0,1,1,0,1,0
AT3G48760,0,0,1,1,1,1,1
AT3G48780,0,1,1,1,1,1,1
AT3G48790,0,0,1,1,1,0,1
AT3G48840,0,0,1,1,1,0,0
AT3G48850,1,0,1,1,1,1,1
AT3G48860,0,0,1,1,1,0,0
AT3G48880,0,0,0,1,0,0,0
AT3G48890,0,0,1,1,1,1,1
AT3G49055,0,0,0,1,0,0,0
AT3G49110,0,0,1,1,1,1,1
AT3G49120,0,0,1,1,1,1,1
AT3G49130,0,0,1,1,1,1,1
AT3G49210,0,0,1,1,1,1,1
AT3G49350,0,1,1,1,1,1,1
AT3G49370,0,1,1,1,1,1,1
AT3G49380,0,0,0,0,0,1,0
AT3G49530,1,1,1,1,1,1,1
AT3G49570,1,1,1,1,1,1,1
AT3G49580,1,0,1,1,1,1,1
AT3G49620,0,0,1,1,1,1,1
AT3G49630,0,0,0,1,1,1,1
AT3G49645,0,0,0,1,0,0,0
AT3G49710,0,0,0,1,0,0,0
AT3G49720,0,0,1,1,0,0,0
AT3G49780,0,0,1,1,1,1,1
AT3G49790,0,0,1,1,0,0,1
AT3G49800,0,0,0,1,0,0,0
AT3G49810,0,0,1,0,0,0,1
AT3G49845,0,0,0,1,1,0,0
AT3G49960,1,0,0,0,0,0,0
AT3G50060,1,1,1,1,1,1,1
AT3G50080,0,0,0,1,0,0,0
AT3G50140,0,1,1,1,1,0,1
AT3G50160,0,1,0,1,0,0,0
AT3G50170,0,1,0,0,0,0,0
AT3G50190,1,1,1,1,1,1,1
AT3G50200,0,0,0,0,0,0,1
AT3G50260,0,1,1,1,1,1,1
AT3G50280,0,0,0,0,0,0,1
AT3G50310,0,0,0,1,0,0,0
AT3G50340,0,0,1,1,0,1,0
AT3G50360,0,0,0,1,0,0,0
AT3G50460,0,1,1,1,0,0,1
AT3G50470,1,1,1,1,1,1,1
AT3G50480,1,1,1,1,1,1,1
AT3G50550,0,0,0,1,1,0,0
AT3G50650,0,0,1,0,1,0,1
AT3G50660,0,0,1,0,0,0,0
AT3G50740,0,0,1,0,0,0,0
AT3G50760,1,1,1,1,1,1,1
AT3G50770,1,1,0,0,1,1,0
AT3G50800,1,1,1,1,1,1,1
AT3G50810,0,1,1,1,0,0,0
AT3G50850,0,0,1,1,0,0,1
AT3G50860,0,0,0,1,0,0,0
AT3G50900,1,1,1,1,1,1,1
AT3G50910,0,0,1,1,1,1,1
AT3G50920,0,0,1,1,0,1,1
AT3G50930,1,1,1,1,1,1,1
AT3G50950,1,1,1,1,1,1,1
AT3G50970,0,0,0,1,0,1,1
AT3G51000,0,0,1,0,0,0,0
AT3G51130,0,0,1,1,1,0,0
AT3G51160,0,0,1,1,1,1,1
AT3G51330,0,0,1,1,1,1,1
AT3G51340,1,1,1,1,1,1,1
AT3G51350,0,0,0,1,0,0,0
AT3G51360,0,1,1,1,1,1,1
AT3G51370,0,0,1,1,0,0,0
AT3G51430,0,0,0,0,1,1,1
AT3G51440,0,1,1,1,1,1,1
AT3G51450,1,1,1,1,1,1,1
AT3G51660,0,0,1,1,1,1,1
AT3G51680,0,0,1,1,0,1,1
AT3G51710,0,0,0,0,0,0,1
AT3G51860,0,0,0,0,0,1,1
AT3G51890,0,1,1,1,1,1,1
AT3G51895,0,0,0,1,0,0,1
AT3G51910,0,0,1,0,1,1,1
AT3G51920,1,1,1,1,1,1,1
AT3G51970,0,0,1,1,0,1,1
AT3G51980,0,0,1,1,1,0,1
AT3G51990,0,0,1,1,1,0,0
AT3G52190,0,0,1,1,0,0,0
AT3G52240,0,0,1,1,0,0,0
AT3G52310,0,0,1,1,1,0,0
AT3G52400,1,1,1,1,1,1,1
AT3G52430,0,1,1,1,1,1,1
AT3G52450,1,1,1,1,1,1,1
AT3G52470,0,0,1,1,0,1,1
AT3G52480,0,0,1,1,0,0,0
AT3G52510,0,0,1,1,1,0,1
AT3G52520,1,1,1,1,1,1,1
AT3G52535,0,0,0,1,0,0,0
AT3G52540,0,0,0,1,0,0,1
AT3G52561,0,0,0,1,0,0,0
AT3G52710,0,1,1,1,0,1,1
AT3G52748,0,1,1,1,0,1,1
AT3G52770,0,0,0,1,0,0,0
AT3G52800,1,1,1,1,1,1,1
AT3G52870,1,1,1,1,1,1,1
AT3G53000,0,0,0,1,0,0,0
AT3G53120,0,0,0,1,1,0,0
AT3G53150,0,1,0,1,1,1,1
AT3G53160,0,0,0,1,1,0,1
AT3G53180,0,0,1,1,1,1,1
AT3G53230,1,1,1,1,1,1,1
AT3G53260,0,0,1,1,1,1,1
AT3G53270,0,0,1,1,0,0,0
AT3G53280,0,0,1,1,1,1,1
AT3G53480,0,0,1,1,0,0,0
AT3G53490,0,0,1,1,0,0,0
AT3G53590,0,0,0,0,0,1,1
AT3G53600,0,0,0,1,1,1,1
AT3G53650,0,0,1,1,0,0,0
AT3G53720,0,0,1,1,1,0,0
AT3G53780,0,0,1,1,1,1,1
AT3G53810,1,1,1,1,1,1,1
AT3G53960,0,0,1,0,1,0,1
AT3G54000,0,0,1,1,0,1,1
AT3G54020,0,0,1,1,0,1,1
AT3G54030,0,0,1,1,0,1,0
AT3G54100,0,1,1,1,1,1,1
AT3G54110,0,0,0,1,0,0,0
AT3G54120,0,0,0,1,1,0,1
AT3G54130,0,0,0,1,0,0,0
AT3G54140,0,0,1,0,0,1,1
AT3G54150,1,1,1,1,1,1,1
AT3G54200,0,1,1,1,1,1,1
AT3G54270,0,0,1,0,0,0,0
AT3G54300,0,0,0,1,0,0,0
AT3G54380,0,0,0,1,0,0,0
AT3G54410,0,0,1,1,0,0,0
AT3G54420,1,1,1,1,1,1,1
AT3G54430,0,0,0,1,0,0,0
AT3G54620,0,0,1,1,1,1,1
AT3G54640,1,1,1,1,1,1,1
AT3G54810,0,0,1,1,1,0,0
AT3G54840,0,0,0,1,0,0,0
AT3G54850,0,0,1,1,1,0,0
AT3G54880,0,0,0,1,0,0,0
AT3G54950,0,0,1,1,1,0,1
AT3G54960,0,1,1,1,1,1,1
AT3G55050,0,0,1,1,1,1,1
AT3G55090,0,0,0,0,0,0,1
AT3G55130,0,0,1,1,0,0,0
AT3G55150,1,1,1,1,1,1,1
AT3G55270,0,0,0,0,1,0,1
AT3G55410,0,0,0,1,0,0,0
AT3G55430,0,0,1,1,1,1,1
AT3G55450,0,1,1,1,1,1,1
AT3G55470,0,1,1,1,1,1,1
AT3G55500,0,0,0,0,0,0,1
AT3G55560,0,0,1,1,1,0,1
AT3G55600,0,0,0,1,1,0,0
AT3G55640,0,0,0,1,0,0,0
AT3G55646,0,0,1,1,0,0,0
AT3G55700,0,0,1,1,0,1,1
AT3G55730,0,0,0,1,0,0,0
AT3G55740,0,0,1,1,1,1,1
AT3G55830,0,0,0,1,0,0,0
AT3G55840,0,0,1,1,1,1,1
AT3G55880,0,0,0,0,1,1,0
AT3G55890,0,0,0,0,1,0,0
AT3G55910,0,0,0,0,0,1,0
AT3G55950,1,1,1,1,1,1,1
AT3G55960,0,0,0,1,1,0,0
AT3G55970,0,0,0,0,0,0,1
AT3G55980,1,1,1,1,1,1,1
AT3G56050,0,0,1,1,0,0,1
AT3G56060,0,0,1,1,0,0,0
AT3G56170,0,0,1,1,0,0,0
AT3G56200,0,0,0,1,1,1,1
AT3G56260,0,0,1,1,0,0,0
AT3G56320,0,0,1,0,0,0,0
AT3G56360,0,0,0,1,0,0,0
AT3G56400,1,1,1,1,1,1,1
AT3G56410,1,1,1,1,1,1,1
AT3G56470,0,0,1,1,1,1,1
AT3G56500,0,0,0,1,1,0,1
AT3G56600,0,0,0,1,0,0,0
AT3G56620,0,0,0,1,0,0,0
AT3G56710,0,1,1,1,1,1,0
AT3G56790,0,1,1,1,1,1,1
AT3G56800,0,0,1,1,1,1,0
AT3G56820,0,0,0,1,0,0,0
AT3G56880,1,1,1,1,1,1,1
AT3G57090,0,0,0,1,0,0,0
AT3G57100,0,0,1,1,0,1,1
AT3G57110,0,0,0,0,0,0,1
AT3G57120,0,1,1,1,1,1,1
AT3G57130,0,0,0,0,0,0,1
AT3G57210,0,1,1,1,1,1,0
AT3G57240,1,1,1,0,1,1,1
AT3G57260,0,0,0,0,1,0,0
AT3G57280,0,1,1,1,1,1,1
AT3G57330,0,1,1,1,1,1,1
AT3G57340,0,0,0,1,0,0,0
AT3G57380,1,0,1,1,1,1,1
AT3G57390,0,0,0,1,0,0,0
AT3G57450,1,1,1,1,1,1,1
AT3G57460,1,1,1,1,1,1,1
AT3G57480,0,0,1,1,1,1,1
AT3G57530,1,1,1,1,1,1,1
AT3G57540,0,1,1,0,0,1,1
AT3G57550,0,1,1,1,1,1,1
AT3G57630,1,1,1,1,1,1,1
AT3G57640,1,1,1,1,1,1,1
AT3G57645,0,0,1,1,0,0,0
AT3G57690,0,0,1,1,0,1,0
AT3G57720,0,0,0,1,0,0,0
AT3G57730,1,1,1,1,1,1,1
AT3G57740,0,1,1,1,1,1,1
AT3G57750,0,1,1,1,1,1,1
AT3G57760,0,1,1,1,1,1,1
AT3G57880,0,0,1,1,1,1,1
AT3G57930,0,0,1,1,0,1,0
AT3G58150,1,0,0,0,0,0,0
AT3G58380,0,0,0,1,0,0,1
AT3G58490,1,1,1,1,1,1,1
AT3G58540,1,0,0,1,1,0,0
AT3G58600,0,0,1,1,1,0,0
AT3G58620,0,0,1,1,0,0,0
AT3G58780,0,0,1,1,0,0,0
AT3G58790,0,0,0,0,0,1,0
AT3G59010,0,0,0,1,0,0,0
AT3G59070,0,0,0,0,1,0,0
AT3G59080,1,1,1,1,1,1,1
AT3G59140,1,0,0,0,0,0,0
AT3G59220,1,1,1,0,0,1,1
AT3G59280,0,0,0,1,0,0,0
AT3G59290,0,0,1,1,1,0,0
AT3G59310,1,1,1,1,1,1,1
AT3G59350,0,1,1,1,1,1,1
AT3G59440,0,0,0,0,0,1,1
AT3G59480,0,0,1,1,0,0,1
AT3G59500,0,0,0,1,0,0,0
AT3G59510,0,0,0,1,0,0,0
AT3G59530,0,0,0,0,0,0,1
AT3G59570,0,0,1,1,1,0,0
AT3G59660,0,0,1,1,1,1,1
